,TCGA-AO-A03M,TCGA-AO-A03V,TCGA-AO-A0J8,TCGA-AO-A0J9,TCGA-AO-A0JB,TCGA-AO-A0JF,TCGA-AO-A0JI,TCGA-AO-A0JM,TCGA-AO-A12D,TCGA-AO-A12E,TCGA-AO-A12F,TCGA-AO-A12G,TCGA-AR-A1AN,TCGA-AR-A1AQ,TCGA-AR-A1AX,TCGA-AR-A24M,TCGA-AR-A24R,TCGA-AR-A24S,TCGA-AR-A24W,TCGA-AR-A24X,TCGA-AR-A254,TCGA-BH-A0AW,TCGA-BH-A0AZ,TCGA-BH-A0B3,TCGA-BH-A0B5,TCGA-BH-A0B6,TCGA-BH-A0BG,TCGA-BH-A0BJ,TCGA-BH-A0BM,TCGA-BH-A0BQ,TCGA-BH-A0BT,TCGA-BH-A0C0,TCGA-BH-A0DE,TCGA-BH-A0DG,TCGA-BH-A0DH,TCGA-BH-A0DK,TCGA-BH-A0DT,TCGA-BH-A0DV,TCGA-BH-A0DX,TCGA-BH-A0DZ,TCGA-BH-A0E0,TCGA-BH-A0E1,TCGA-BH-A0E2,TCGA-BH-A0E9,TCGA-BH-A0EI,TCGA-BH-A0GY,TCGA-BH-A0GZ,TCGA-BH-A0H3,TCGA-BH-A0H5,TCGA-BH-A0H7,TCGA-BH-A0H9,TCGA-BH-A0HA,TCGA-BH-A0HI,TCGA-BH-A0HX,TCGA-BH-A0HY,TCGA-BH-A0RX,TCGA-BH-A0W3,TCGA-BH-A0W5,TCGA-BH-A18F,TCGA-BH-A18H,TCGA-BH-A18I,TCGA-BH-A202,TCGA-BH-A28Q,TCGA-EW-A1IY,TCGA-EW-A1IZ,TCGA-EW-A1J6,TCGA-EW-A1OZ,TCGA-EW-A1P0,TCGA-EW-A1P3,TCGA-EW-A1P4,TCGA-EW-A1PA,TCGA-EW-A2FR,TCGA-EW-A2FS,TCGA-EW-A3E8
T2WI-wavelet-LLH-glszm-SizeZoneNonUniformityNormalized,-1.814179295,-1.354986351,-1.596797234,-0.733147068,-0.502351526,0.21112719,-0.510638716,-1.318818673,0.921032349,0.181017017,-0.499766594,-1.760431296,-0.271753142,0.809791302,-0.966502725,-1.079061731,0.892584872,-0.474191043,-0.25481268,0.232893299,1.07939077,1.51187934,-0.348626402,0.879051841,-0.211386415,-0.514531569,0.638353335,0.405994675,0.147366177,0.496720851,-0.702281045,1.064733275,2.339200514,0.912386302,-0.619808439,-0.471619084,-0.508168263,-1.170984928,0.344708995,-1.315373713,0.067309945,-0.606146099,1.541377961,0.201795124,0.170536972,0.357585373,-0.615330291,0.470764041,-0.256259289,0.745734282,0.018820255,-0.765630131,1.126715949,0.167011884,-0.539252927,0.817995014,-0.645375689,1.199215207,1.241014063,-1.513807444,2.519916834,1.35951995,1.825113173,-1.552613592,-0.378902979,-1.897556353,-0.138180907,-0.742188683,-1.052465652,-0.320805464,-0.780488536,0.121683824,0.878661118,2.014440598
T2WI-wavelet-LLH-glszm-LargeAreaHighGrayLevelEmphasis,-0.396935981,-0.394024816,-0.141345208,-0.245872969,1.454044679,-0.379488573,-0.398962461,-0.227940373,0.127086614,-0.351837101,0.896907344,-0.24877482,-0.316354535,-0.292113941,-0.321794281,0.256097255,-0.399730836,0.950925656,0.119418922,-0.397140784,-0.308501605,-0.405504307,-0.399705084,-0.343277796,-0.341294179,-0.362245806,-0.404718799,-0.385396861,-0.298545506,-0.383149649,-0.275449823,-0.388601273,-0.408605379,-0.397828758,0.050779973,-0.134343917,-0.408589205,-0.285951992,-0.407224671,-0.232335256,0.486992774,-0.164555854,-0.366285926,-0.311037968,-0.375520059,-0.376736095,-0.39870457,-0.396934845,-0.392651285,-0.406829045,-0.381297699,-0.379788061,-0.396273881,-0.345429391,-0.396669522,-0.400030421,-0.394310697,-0.397329281,-0.401815661,4.409266893,-0.407988452,-0.338870057,-0.378664707,-0.208452217,-0.139232087,-0.311144206,1.521682893,-0.271235562,-0.048246573,5.38113111,3.307051907,1.314625986,0.352212931,-0.211149174
T2WI-wavelet-LLH-glszm-HighGrayLevelZoneEmphasis,-1.082144169,-0.882775789,-0.833869227,-1.089747472,-0.504728141,-0.474914841,-1.124006883,-1.0192453,0.300065933,-0.78305301,-0.522050708,-1.101876746,-0.923823462,1.151677473,-1.066312098,-0.017777371,0.293309592,-0.501007619,-0.810347155,-0.655159208,1.026676791,-0.08247624,-0.778493795,0.055473707,-0.827665487,-0.369099062,-0.166232622,-0.38662677,0.489980197,0.154209526,-0.143872899,0.492192944,1.058235004,2.011930786,0.649226765,0.248676593,-0.714340207,-0.794716251,0.31519031,-0.757910815,0.042060752,-0.500811806,2.703741044,0.554819589,0.33707057,2.864687282,-0.544162295,-0.399245218,-0.352861731,-0.120693923,1.026337068,-0.506080561,0.814351782,0.688665076,-0.338858423,-0.082512186,-0.653089912,3.330047048,0.710293698,0.41594974,1.570093578,0.757765097,1.445271164,-1.131874354,-0.259540212,-0.682619114,0.701972817,-1.145278193,-1.024876752,0.355974978,-0.985394972,0.299942195,-0.864817432,-0.679270918
T2WI-wavelet-LLH-glszm-LowGrayLevelZoneEmphasis,1.400395115,0.467217848,0.015259465,1.343089821,-0.259821924,-0.208257377,3.855110079,0.331890453,-0.481899722,-0.057883187,-0.360147534,1.323319343,0.478932593,-0.544938156,1.362092713,-0.441857943,-0.40843849,-0.319348489,0.001278926,-0.157605315,-0.544624627,-0.40126861,0.055277011,-0.466404734,0.158617858,-0.376476018,-0.373254604,-0.395234099,-0.518285902,-0.387794031,-0.376272851,-0.483261271,-0.458353325,-0.567256856,-0.50429163,-0.505261307,0.336445362,-0.124610742,-0.423732974,-0.099816526,-0.478553317,-0.345304276,-0.543122108,-0.489390116,-0.480418568,-0.550883898,-0.196891582,-0.362382861,-0.339499469,-0.261522332,-0.509074523,-0.306837389,-0.506147123,-0.525619359,-0.35874575,-0.419882473,-0.244461708,-0.544847273,-0.491619615,-0.456357793,-0.538210952,-0.510897748,-0.548767984,3.1833403,-0.260865848,0.253853364,-0.485691763,5.556152806,0.789045169,-0.424386519,0.641598116,-0.439863928,0.394958576,0.032492623
T2WI-wavelet-HLH-gldm-SmallDependenceEmphasis,-0.415009852,-0.689632661,-0.751369528,-0.601075648,-0.708656895,-0.444082238,-0.719059374,-0.551422246,-0.199058084,-0.195427653,-0.597050632,-0.754724696,-0.707751625,-0.807738045,-0.672843993,-0.732930211,-0.535808969,-0.825662313,-0.594832779,-0.686488708,-0.600611299,1.475104382,0.212189995,0.310391952,-0.718434614,0.416159541,0.946498843,0.026927446,-0.098021723,0.250444742,-0.783460781,1.918344808,3.448643426,1.824240852,-0.508218095,-0.431378169,0.77437396,-0.545951093,1.000047241,-0.591293929,0.219364159,-0.572643761,0.334906819,-0.220180175,0.547772968,0.337607773,-0.391169249,1.090674007,-0.007888137,-0.204041824,0.394623438,-0.214254387,1.003733359,0.702004595,0.918111527,0.434755165,-0.463429527,1.464065664,1.473692219,-0.975849651,3.890208216,0.198965423,1.148401337,-0.948361527,-0.524976322,-0.829639799,-0.7913463,-0.891944441,-0.912220064,-0.962396931,-0.971895126,-0.477257145,-0.889283953,-0.717709858
T2WI-wavelet-HLH-glcm-SumEntropy,-0.895452717,-0.885422742,-0.779270135,-0.889941894,-0.799560562,-0.410567945,-0.87297065,-0.899877681,-0.3073687,-0.623383231,-0.450640403,-0.904943525,-0.859031739,-0.804731532,-0.842983617,-0.734525311,-0.760300512,-0.854075403,-0.95400872,-0.936953976,-0.913860475,1.344231044,0.117138467,0.539659019,-0.871025983,0.717252888,1.298843192,0.097893039,0.562893408,0.018524144,-0.700382726,1.659666617,3.260442921,2.355137157,-0.450016557,-0.06721166,-0.084095446,-0.458965804,0.806526466,-0.410576106,0.762405161,-0.212450434,1.036959659,-0.281880719,1.041719183,0.403018986,-0.506789557,1.207603631,-0.075054025,-0.470818719,0.795610179,-0.086210218,1.325507745,0.490745929,0.873057947,0.809130535,-0.263330065,1.255980203,2.090642476,-0.732482105,3.144473871,0.598628317,1.316874785,-0.788976453,-0.74839137,-0.793893666,-0.616847168,-0.844749933,-0.783179486,-0.7666254,-0.807781229,-0.600649551,-0.836404239,-0.741187311
T2WI-wavelet-HHH-glcm-ClusterShade,-0.496044299,0.037421501,-0.373447857,-0.176066235,-0.22850503,1.100591764,2.367525313,0.098968022,0.604101488,1.637633398,0.221762635,-0.912803726,-0.879727961,0.182083573,1.198994781,0.722084788,-0.891403462,-1.274331823,0.414729129,-0.280255466,0.672008246,0.24772818,0.007544936,-1.057894203,-1.540081141,-0.708231958,1.713304011,1.135060199,-0.350762689,-0.70893674,0.614074315,0.656203064,2.65612356,-0.560019391,-0.180838915,-0.208170853,-1.478841339,0.282622988,-0.017252699,-0.263008188,-0.113205092,0.783804767,-0.576052461,-0.835464222,-0.331359149,-1.234606776,-1.589253323,0.145979406,0.08856413,0.522573807,-3.174052156,-0.921476634,0.156371724,-0.078643123,2.055954417,-0.533812037,0.16088977,-0.436768375,2.607307523,0.616314725,-0.783313378,-0.466849054,0.221890109,1.883709839,0.129364805,-1.07687356,-0.37061137,0.544831507,-1.040115133,0.493365736,0.379010043,-0.306563235,0.31135573,0.041766401
T2WI-original-gldm-SmallDependenceLowGrayLevelEmphasis,0.015438808,2.338083054,-0.108971649,1.426676084,-0.479098906,0.116249569,2.519675337,1.040191919,-0.97125248,1.916326589,-1.209577298,1.259711324,0.42746732,-0.531896951,3.284512102,0.199045652,0.014047456,-0.809972483,2.725894629,0.459988461,-0.653484208,-0.230551659,0.384164056,-0.392062696,0.710022117,-0.691406215,0.689068293,0.394100029,-0.750967491,-0.58534293,-0.491834207,0.153687757,0.737638999,-0.630224679,-0.491993633,-0.517237458,2.211130311,-0.720137798,0.662639005,-0.86503318,-1.229609097,-0.664340503,-0.684339052,-0.834860797,-0.797343749,-0.495300224,-0.580523073,0.217423941,-0.401482028,0.123373853,-0.271429862,-0.03061391,-0.115982117,-0.253767283,0.240535555,-0.813861362,0.837194816,0.126803637,-0.579579733,-0.623985336,-0.245069204,-0.752957329,-0.589570695,-0.838190408,-0.364477359,-0.326836692,-1.06879331,-0.36180506,-0.402957781,-1.069436128,-0.901079163,-0.297066284,-0.824816125,0.27818901
T2WI-wavelet-HHH-firstorder-Skewness,0.047775528,-0.21770476,-0.03854155,-0.266908911,0.216212556,-0.365239142,0.911526783,0.236186169,-0.57894283,0.347730168,-0.230700376,-0.335073299,-0.142633209,-0.227627586,0.676868,0.210190949,1.152857882,-0.461588436,-0.150327254,0.439467423,-0.246284156,0.079572679,-0.124202919,-0.091137084,0.233542922,0.024509457,-0.231464912,0.725076819,-0.08288547,-1.341531446,-0.23329977,1.340597337,3.069883885,0.033835908,0.252318047,0.070503888,0.50950284,0.446557905,-0.003567622,0.38399394,0.084352802,-0.048848159,-1.484409766,-0.157422369,-0.252398809,1.390735307,-0.773576729,0.118650984,-1.506399564,-2.920470264,-0.449572732,-0.782469859,0.882128401,-0.28262124,-0.351778044,-0.187898876,-0.51055379,0.256492068,0.167276849,-0.368902791,-1.520448172,-0.517166042,-0.228628276,3.566406532,0.257676549,0.462114854,0.307643925,-0.550382203,0.949732025,0.537061817,-0.53776364,0.286376217,-4.295534259,0.362164848
T2WI-wavelet-HHH-glrlm-LongRunLowGrayLevelEmphasis,-0.049180373,-0.234840168,-1.809896937,-0.214027713,0.036487289,0.520139147,-0.331353177,-0.318329432,-2.372340045,-2.040327255,0.37142846,-0.028482323,0.018276225,0.63511167,0.018717721,-1.972060814,-0.152100523,-1.832744066,-0.323480293,0.046055704,-0.172825417,0.261084955,0.158849831,0.771199878,0.085062611,0.844654215,0.455016491,0.13467553,0.714042204,0.268068334,1.002635984,0.602358898,-1.906193627,0.494285505,0.621741387,0.914950526,0.109563308,1.007246978,-0.029801678,0.905183587,1.225463615,1.173890673,0.814950571,-1.886811547,-1.732100816,0.218900102,0.400352148,0.45784266,0.311017962,0.215085059,0.608465363,0.373697819,0.478393272,0.499873973,0.294254963,0.474648226,0.202041906,0.299802966,0.40982087,1.784149843,-1.954136805,0.946560518,0.491652329,1.054411255,-1.892798999,0.182903973,-1.678417798,0.712403749,1.052777957,1.193617192,1.286148125,-1.836959295,-1.669968303,0.484047097
T2WI-wavelet-HHH-glrlm-RunEntropy,-1.717949415,-1.174067157,0.425607183,-1.056376419,-0.472029928,0.713317516,-1.707663876,-1.701228643,0.668398031,-1.425423323,0.478011351,-0.480905024,-0.856211902,0.349342114,-0.88946703,-0.713795382,-1.552007308,0.48276427,-1.672566264,-0.966166232,-1.389233246,-0.284157282,-0.513270416,1.096647293,-0.762267165,1.193977104,-0.012596129,-0.427587172,0.711270649,-0.54226165,1.591630134,0.180514163,-0.410947312,0.195091893,0.449754924,1.323476476,-1.632982894,1.217689283,-1.068715099,1.19280901,1.368442604,1.70302367,0.98809542,-0.031422968,1.199445513,-0.086641902,0.25652663,-0.01759234,-0.341681705,-0.190067616,0.983758492,0.053310728,0.317099491,0.293980907,-0.737237499,0.289776175,-0.684980818,-0.730548371,0.187323502,3.276606394,-0.678805014,1.620407559,0.27710402,1.131541428,-0.545261966,-0.886466013,1.151416472,0.099620987,0.755880658,0.97487363,0.842790595,-0.120324695,0.484945035,-0.289550137
T2WI-wavelet-HHH-glszm-SmallAreaEmphasis,0.537874622,-1.714315168,0.787241546,0.70980206,0.078097985,-0.046034523,-1.71429675,-0.355946026,1.634982828,0.805982779,0.083199824,0.255182711,-1.45973813,0.935309892,-0.602487681,0.858796297,-1.714309813,0.010078204,0.349707905,-0.046031806,0.913004851,0.952330921,-0.877782486,1.029094895,-1.297249035,1.517984796,0.381133929,1.162701051,-0.152778159,-1.29724938,0.536795012,-0.413060062,0.788118139,0.608705373,-0.44892464,-0.38067479,-1.088681654,-0.868969136,-0.150298201,-1.714326485,1.064225238,-1.383043299,-1.297253219,0.529609951,1.622253019,-0.410974698,-1.71431692,-0.212864247,0.255183297,-0.046022331,-0.370426164,0.255182596,0.491371889,-0.456382936,1.28859694,-1.604801297,0.139329497,0.788109906,0.886568156,1.483228592,1.860581328,0.915527555,0.50701665,0.537865073,0.719561555,-1.667977907,1.129349773,-1.714325348,-1.714325518,-0.880465546,-0.04603689,0.796062193,0.098779872,-1.497099544
T2WI-wavelet-LLL-glcm-Imc1,-0.992914689,-0.048197892,0.302791047,0.416929969,0.099540736,1.404334959,-0.055191588,0.242178315,-0.985222771,2.472098555,0.494643535,-1.397716779,0.56038995,0.542385581,1.381899057,0.728375001,-1.659228569,0.538647753,-0.245200492,0.406810649,0.537518623,0.400003235,0.556905982,-0.40959321,0.301572386,0.622136527,-0.542936843,-0.33224781,0.060248134,-0.481863492,0.470461758,0.792759128,-5.526595482,0.183363347,0.549411592,-0.506564897,0.453089162,0.081605319,-0.781951882,-1.486676609,0.767830335,-0.323545047,-0.105697647,-0.099088988,-1.098367669,-0.094468818,-0.643190895,-0.674265738,0.569435341,-0.755456446,0.876642932,0.332227716,1.042607424,0.810618127,0.331805305,0.080350045,0.196770408,0.115581639,0.430248187,-1.725530463,0.137659761,1.015118849,0.289066085,-0.698315994,0.247874722,-0.160219996,-0.099656696,0.922487861,-0.066142665,-0.1382386,0.29470675,1.30268257,0.055051661,-0.457901244
